Genome_name	Module_id	Module_name
ph55.txt	M00276	PTS system, mannose-specific II component	K02793,K02794
ph6.txt	M00276	PTS system, mannose-specific II component	K02793,K02795,K02796
ph65.txt	M00276	PTS system, mannose-specific II component	K02793,K02795
ph7.txt	M00276	PTS system, mannose-specific II component	K02793
ph4.txt	M00277	PTS system, N-acetylgalactosamine-specific II component	
ph45.txt	M00277	PTS system, N-acetylgalactosamine-specific II component	
ph5.txt	M00277	PTS system, N-acetylgalactosamine-specific II component	
ph55.txt	M00277	PTS system, N-acetylgalactosamine-specific II component	
ph6.txt	M00277	PTS system, N-acetylgalactosamine-specific II component	
ph65.txt	M00277	PTS system, N-acetylgalactosamine-specific II component	
ph7.txt	M00277	PTS system, N-acetylgalactosamine-specific II component	
ph4.txt	M00274	PTS system, mannitol-specific II component	K02798,K02800
ph45.txt	M00274	PTS system, mannitol-specific II component	
ph5.txt	M00274	PTS system, mannitol-specific II component	K02798,K02800
ph55.txt	M00274	PTS system, mannitol-specific II component	K02798,K02800
ph6.txt	M00274	PTS system, mannitol-specific II component	K02798,K02800
ph65.txt	M00274	PTS system, mannitol-specific II component	K02798,K02800
ph7.txt	M00274	PTS system, mannitol-specific II component	K02798,K02800
ph4.txt	M00275	PTS system, cellobiose-specific II component	K02759,K02760,K02761
ph45.txt	M00275	PTS system, cellobiose-specific II component	
ph5.txt	M00275	PTS system, cellobiose-specific II component	K02760,K02761
ph55.txt	M00275	PTS system, cellobiose-specific II component	K02760,K02761
ph6.txt	M00275	PTS system, cellobiose-specific II component	K02760,K02761
ph65.txt	M00275	PTS system, cellobiose-specific II component	K02759,K02760,K02761
ph7.txt	M00275	PTS system, cellobiose-specific II component	K02760,K02761
ph4.txt	M00272	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific II component	
ph45.txt	M00272	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific II component	
ph5.txt	M00272	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific II component	
ph55.txt	M00272	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific II component	
ph6.txt	M00272	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific II component	
ph65.txt	M00272	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific II component	
ph7.txt	M00272	PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific II component	
ph4.txt	M00273	PTS system, fructose-specific II component	K02768,K02770
ph45.txt	M00273	PTS system, fructose-specific II component	
ph5.txt	M00273	PTS system, fructose-specific II component	K02768,K02769,K02770
ph55.txt	M00273	PTS system, fructose-specific II component	K02768,K02769,K02770
ph6.txt	M00273	PTS system, fructose-specific II component	K02768,K02769,K02770
ph65.txt	M00273	PTS system, fructose-specific II component	K02768,K02769
ph7.txt	M00273	PTS system, fructose-specific II component	K02768,K02769
ph4.txt	M00270	PTS system, trehalose-specific II component	
ph45.txt	M00270	PTS system, trehalose-specific II component	
ph5.txt	M00270	PTS system, trehalose-specific II component	K02819
ph55.txt	M00270	PTS system, trehalose-specific II component	
ph6.txt	M00270	PTS system, trehalose-specific II component	
ph65.txt	M00270	PTS system, trehalose-specific II component	
ph7.txt	M00270	PTS system, trehalose-specific II component	
ph4.txt	M00271	PTS system, beta-glucoside-specific II component	
ph45.txt	M00271	PTS system, beta-glucoside-specific II component	
ph5.txt	M00271	PTS system, beta-glucoside-specific II component	
ph55.txt	M00271	PTS system, beta-glucoside-specific II component	
ph6.txt	M00271	PTS system, beta-glucoside-specific II component	
ph65.txt	M00271	PTS system, beta-glucoside-specific II component	
ph7.txt	M00271	PTS system, beta-glucoside-specific II component	
ph4.txt	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	K01938,K01491,K00297
ph45.txt	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	
ph5.txt	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	K00198,K01938,K01491,K00297,K15023
ph55.txt	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	K00198,K01938,K01491,K00297,K15023,K14138,K00197,K00194
ph6.txt	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	K00198,K01938,K01491,K00297,K15023,K14138,K00197,K00194
ph65.txt	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	K00198,K01938,K01491,K00297,K15023
ph7.txt	M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	K00198,K01938,K01491,K00297,K15023
ph4.txt	M00376	3-Hydroxypropionate bi-cycle	K02160,K01961,K01962,K01963,K05606,K01847,K01848,K01849,K00239,K00240,K00241,K01679,K08691,K14449,K14470,K09709
ph45.txt	M00376	3-Hydroxypropionate bi-cycle	
ph5.txt	M00376	3-Hydroxypropionate bi-cycle	K02160,K01961,K01962,K01963,K05606,K01847,K01848,K01849,K00239,K00240,K00241,K01679,K08691,K14449,K14470,K09709
ph55.txt	M00376	3-Hydroxypropionate bi-cycle	K02160,K01961,K01962,K01963,K05606,K01847,K01848,K01849,K00239,K00240,K00241,K01679,K08691,K14449,K14470,K09709
ph6.txt	M00376	3-Hydroxypropionate bi-cycle	K02160,K01961,K01962,K01963,K05606,K01847,K01848,K01849,K00239,K00240,K00241,K01679,K08691,K14449,K14470,K09709
ph65.txt	M00376	3-Hydroxypropionate bi-cycle	K02160,K01961,K01962,K01963,K05606,K01847,K01848,K01849,K00239,K00240,K00241,K01679,K08691,K14449,K14470,K09709
ph7.txt	M00376	3-Hydroxypropionate bi-cycle	K02160,K01961,K01962,K01963,K05606,K01847,K01848,K01849,K00239,K00240,K00241,K01679,K08691,K14449,K14470,K09709
ph4.txt	M00375	Hydroxypropionate-hydroxybutylate cycle	K15019,K15020,K05606,K01848,K01849,K14465,K14534,K15016,K00626
ph45.txt	M00375	Hydroxypropionate-hydroxybutylate cycle	K00626
ph5.txt	M00375	Hydroxypropionate-hydroxybutylate cycle	K15019,K15020,K05606,K01848,K01849,K14465,K14534,K15016,K00626
ph55.txt	M00375	Hydroxypropionate-hydroxybutylate cycle	K15019,K15020,K05606,K01848,K01849,K14465,K14534,K15016,K00626
ph6.txt	M00375	Hydroxypropionate-hydroxybutylate cycle	K15019,K15020,K05606,K01848,K01849,K14465,K14534,K15016,K00626
ph65.txt	M00375	Hydroxypropionate-hydroxybutylate cycle	K15019,K15020,K05606,K01848,K01849,K14465,K14534,K15016,K00626
ph7.txt	M00375	Hydroxypropionate-hydroxybutylate cycle	K15019,K15020,K05606,K01848,K01849,K14465,K14534,K15016,K00626
ph4.txt	M00374	Dicarboxylate-hydroxybutyrate cycle	K00169,K00170,K00171,K00172,K01007,K01595,K00024,K01676,K01677,K01678,K00239,K00240,K01902,K01903,K14465,K14534,K15016,K00626
ph45.txt	M00374	Dicarboxylate-hydroxybutyrate cycle	K00626
ph5.txt	M00374	Dicarboxylate-hydroxybutyrate cycle	K00169,K00170,K00171,K00172,K01007,K01595,K00024,K01676,K01677,K01678,K00239,K00240,K01902,K01903,K14465,K14534,K15016,K00626
ph55.txt	M00374	Dicarboxylate-hydroxybutyrate cycle	K00169,K00170,K00171,K00172,K01007,K01595,K00024,K01676,K01677,K01678,K00239,K00240,K01902,K01903,K14465,K14534,K15016,K00626
ph6.txt	M00374	Dicarboxylate-hydroxybutyrate cycle	K00169,K00170,K00171,K00172,K01007,K01595,K00024,K01676,K01677,K01678,K00239,K00240,K01902,K01903,K14465,K14534,K15016,K00626
ph65.txt	M00374	Dicarboxylate-hydroxybutyrate cycle	K00169,K00170,K00171,K00172,K01007,K01595,K00024,K01676,K01677,K01678,K00239,K00240,K01902,K01903,K14465,K14534,K15016,K00626
ph7.txt	M00374	Dicarboxylate-hydroxybutyrate cycle	K00169,K00170,K00171,K00172,K01007,K01595,K00024,K01676,K01677,K01678,K00239,K00240,K01902,K01903,K14465,K14534,K15016,K00626
ph4.txt	M00373	Ethylmalonyl pathway	K00626,K00023,K17865,K14446,K14447,K14448,K14449,K08691,K01965,K01966,K05606,K01847
ph45.txt	M00373	Ethylmalonyl pathway	K00626
ph5.txt	M00373	Ethylmalonyl pathway	K00626,K00023,K17865,K14446,K14447,K14448,K14449,K08691,K01965,K01966,K05606,K01847
ph55.txt	M00373	Ethylmalonyl pathway	K00626,K00023,K17865,K14446,K14447,K14448,K14449,K08691,K01965,K01966,K05606,K01847
ph6.txt	M00373	Ethylmalonyl pathway	K00626,K00023,K17865,K14446,K14447,K14448,K14449,K08691,K01965,K01966,K05606,K01847
ph65.txt	M00373	Ethylmalonyl pathway	K00626,K00023,K17865,K14446,K14447,K14448,K14449,K08691,K01965,K01966,K05606,K01847
ph7.txt	M00373	Ethylmalonyl pathway	K00626,K00023,K17865,K14446,K14447,K14448,K14449,K08691,K05606,K01847
ph4.txt	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid	K15746
ph45.txt	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid	
ph5.txt	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid	K15746
ph55.txt	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid	K15746
ph6.txt	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid	K15746
ph65.txt	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid	K15746
ph7.txt	M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid	K15746
ph4.txt	M00278	PTS system, sorbose-specific II component	
ph45.txt	M00278	PTS system, sorbose-specific II component	
ph5.txt	M00278	PTS system, sorbose-specific II component	
ph55.txt	M00278	PTS system, sorbose-specific II component	
ph6.txt	M00278	PTS system, sorbose-specific II component	
ph65.txt	M00278	PTS system, sorbose-specific II component	
ph7.txt	M00278	PTS system, sorbose-specific II component	
ph4.txt	M00279	PTS system, galactitol-specific II component	K02774
ph45.txt	M00279	PTS system, galactitol-specific II component	
ph5.txt	M00279	PTS system, galactitol-specific II component	K02773,K02774,K02775
ph55.txt	M00279	PTS system, galactitol-specific II component	K02773,K02774,K02775
ph6.txt	M00279	PTS system, galactitol-specific II component	K02773,K02774,K02775
ph65.txt	M00279	PTS system, galactitol-specific II component	K02773,K02774,K02775
ph7.txt	M00279	PTS system, galactitol-specific II component	K02773,K02774,K02775
ph4.txt	M00519	YesM-YesN two-component regulatory system	K07718,K07720
ph45.txt	M00519	YesM-YesN two-component regulatory system	
ph5.txt	M00519	YesM-YesN two-component regulatory system	K07718,K07720
ph55.txt	M00519	YesM-YesN two-component regulatory system	K07718,K07720
ph6.txt	M00519	YesM-YesN two-component regulatory system	K07718,K07720
ph65.txt	M00519	YesM-YesN two-component regulatory system	K07718,K07720
ph7.txt	M00519	YesM-YesN two-component regulatory system	K07718,K07720
ph4.txt	M00518	GlnK-GlnL (glutamine utilization) two-component regulatory system	
ph45.txt	M00518	GlnK-GlnL (glutamine utilization) two-component regulatory system	
ph5.txt	M00518	GlnK-GlnL (glutamine utilization) two-component regulatory system	K07717,K07719
ph55.txt	M00518	GlnK-GlnL (glutamine utilization) two-component regulatory system	
ph6.txt	M00518	GlnK-GlnL (glutamine utilization) two-component regulatory system	
ph65.txt	M00518	GlnK-GlnL (glutamine utilization) two-component regulatory system	
ph7.txt	M00518	GlnK-GlnL (glutamine utilization) two-component regulatory system	
ph4.txt	M00513	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system	K10912
ph45.txt	M00513	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system	
ph5.txt	M00513	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system	K10916,K10912
ph55.txt	M00513	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system	K10916,K10912
ph6.txt	M00513	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system	K10916,K10912
ph65.txt	M00513	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system	K10916,K10912
ph7.txt	M00513	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system	K10916,K10912
ph4.txt	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	K13587,K13584,K13589
ph45.txt	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	K13587
ph5.txt	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	K13587,K13584,K13589
ph55.txt	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	K13587,K13584,K13589
ph6.txt	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	K13587,K13584,K13589
ph65.txt	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	K13587,K13584,K13589
ph7.txt	M00512	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	K13587,K13584,K13589
ph4.txt	M00511	PleC-PleD (cell fate control) two-component regulatory system	K07716,K11357,K02488,K11443
ph45.txt	M00511	PleC-PleD (cell fate control) two-component regulatory system	
ph5.txt	M00511	PleC-PleD (cell fate control) two-component regulatory system	K07716,K11357,K02488,K11443
ph55.txt	M00511	PleC-PleD (cell fate control) two-component regulatory system	K07716,K11357,K02488,K11443
ph6.txt	M00511	PleC-PleD (cell fate control) two-component regulatory system	K07716,K11357,K02488,K11443
ph65.txt	M00511	PleC-PleD (cell fate control) two-component regulatory system	K07716,K11357,K02488,K11443
ph7.txt	M00511	PleC-PleD (cell fate control) two-component regulatory system	K07716,K11357,K02488,K11443
ph4.txt	M00510	Cph1-Rcp1 (light response) two-component regulatory system	K11354,K11355
ph45.txt	M00510	Cph1-Rcp1 (light response) two-component regulatory system	K11354
ph5.txt	M00510	Cph1-Rcp1 (light response) two-component regulatory system	K11354,K11355
ph55.txt	M00510	Cph1-Rcp1 (light response) two-component regulatory system	K11354,K11355
ph6.txt	M00510	Cph1-Rcp1 (light response) two-component regulatory system	K11354,K11355
ph65.txt	M00510	Cph1-Rcp1 (light response) two-component regulatory system	K11354,K11355
ph7.txt	M00510	Cph1-Rcp1 (light response) two-component regulatory system	K11354,K11355
ph4.txt	M00517	RpfC-RpfG (cell-to-cell signaling) two-component regulatory system	K10715,K13815
ph45.txt	M00517	RpfC-RpfG (cell-to-cell signaling) two-component regulatory system	
ph5.txt	M00517	RpfC-RpfG (cell-to-cell signaling) two-component regulatory system	K10715,K13815
ph55.txt	M00517	RpfC-RpfG (cell-to-cell signaling) two-component regulatory system	K10715,K13815
ph6.txt	M00517	RpfC-RpfG (cell-to-cell signaling) two-component regulatory system	K10715,K13815
ph65.txt	M00517	RpfC-RpfG (cell-to-cell signaling) two-component regulatory system	K10715,K13815
ph7.txt	M00517	RpfC-RpfG (cell-to-cell signaling) two-component regulatory system	K10715,K13815
ph4.txt	M00516	SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system	K19691
ph45.txt	M00516	SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system	
ph5.txt	M00516	SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system	K19691,K11232
ph55.txt	M00516	SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system	K19691
ph6.txt	M00516	SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system	K19691
ph65.txt	M00516	SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system	K19691
ph7.txt	M00516	SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system	K19691
ph4.txt	M00515	FlrB-FlrC (polar flagellar synthesis) two-component regulatory system	K10943
ph45.txt	M00515	FlrB-FlrC (polar flagellar synthesis) two-component regulatory system	
ph5.txt	M00515	FlrB-FlrC (polar flagellar synthesis) two-component regulatory system	K10942,K10943
ph55.txt	M00515	FlrB-FlrC (polar flagellar synthesis) two-component regulatory system	K10942,K10943
ph6.txt	M00515	FlrB-FlrC (polar flagellar synthesis) two-component regulatory system	K10942,K10943
ph65.txt	M00515	FlrB-FlrC (polar flagellar synthesis) two-component regulatory system	K10942,K10943
ph7.txt	M00515	FlrB-FlrC (polar flagellar synthesis) two-component regulatory system	K10943
ph4.txt	M00514	TtrS-TtrR (tetrathionate respiration) two-component regulatory system	K13041
ph45.txt	M00514	TtrS-TtrR (tetrathionate respiration) two-component regulatory system	
ph5.txt	M00514	TtrS-TtrR (tetrathionate respiration) two-component regulatory system	K13041
ph55.txt	M00514	TtrS-TtrR (tetrathionate respiration) two-component regulatory system	K13041
ph6.txt	M00514	TtrS-TtrR (tetrathionate respiration) two-component regulatory system	K13040,K13041
ph65.txt	M00514	TtrS-TtrR (tetrathionate respiration) two-component regulatory system	K13040,K13041
ph7.txt	M00514	TtrS-TtrR (tetrathionate respiration) two-component regulatory system	K13040,K13041
ph4.txt	M00742	Aminoglycoside resistance, protease FtsH	K07638,K07659,K19416,K04088,K04087,K03798
ph45.txt	M00742	Aminoglycoside resistance, protease FtsH	
ph5.txt	M00742	Aminoglycoside resistance, protease FtsH	K07638,K07659,K19416,K04088,K04087,K03798
ph55.txt	M00742	Aminoglycoside resistance, protease FtsH	K07638,K07659,K19416,K04088,K04087,K03798
ph6.txt	M00742	Aminoglycoside resistance, protease FtsH	K07638,K07659,K19416,K04088,K04087,K03798
ph65.txt	M00742	Aminoglycoside resistance, protease FtsH	K07638,K07659,K19416,K04088,K04087,K03798
ph7.txt	M00742	Aminoglycoside resistance, protease FtsH	K07638,K07659,K19416,K04088,K04087,K03798
ph4.txt	M00429	Competence-related DNA transformation transporter	K02237,K02238,K02240,K02242,K02245
ph45.txt	M00429	Competence-related DNA transformation transporter	
ph5.txt	M00429	Competence-related DNA transformation transporter	K02237,K02238,K02240,K02242,K02245,K02246,K02247,K02243,K02244
ph55.txt	M00429	Competence-related DNA transformation transporter	K02237,K02238,K02242,K02246
ph6.txt	M00429	Competence-related DNA transformation transporter	K02237,K02238,K02242,K02246,K02243
ph65.txt	M00429	Competence-related DNA transformation transporter	K02237,K02238,K02242,K02245,K02246
ph7.txt	M00429	Competence-related DNA transformation transporter	K02237,K02238,K02242,K02246
ph4.txt	M00743	Aminoglycoside resistance, protease HtpX	K07638,K07659,K03799
ph45.txt	M00743	Aminoglycoside resistance, protease HtpX	
ph5.txt	M00743	Aminoglycoside resistance, protease HtpX	K07638,K07659,K03799
ph55.txt	M00743	Aminoglycoside resistance, protease HtpX	K07638,K07659,K03799
ph6.txt	M00743	Aminoglycoside resistance, protease HtpX	K07638,K07659,K03799
ph65.txt	M00743	Aminoglycoside resistance, protease HtpX	K07638,K07659,K03799
ph7.txt	M00743	Aminoglycoside resistance, protease HtpX	K07638,K07659,K03799
ph4.txt	M00428	eIF4F complex	K03259
ph45.txt	M00428	eIF4F complex	
ph5.txt	M00428	eIF4F complex	K03259,K03260
ph55.txt	M00428	eIF4F complex	K03259
ph6.txt	M00428	eIF4F complex	K03259
ph65.txt	M00428	eIF4F complex	
ph7.txt	M00428	eIF4F complex	
ph4.txt	M00682	Notch signaling	
ph45.txt	M00682	Notch signaling	
ph5.txt	M00682	Notch signaling	
ph55.txt	M00682	Notch signaling	
ph6.txt	M00682	Notch signaling	
ph65.txt	M00682	Notch signaling	
ph7.txt	M00682	Notch signaling	
ph4.txt	M00012	Glyoxylate cycle	K01647,K01681,K01637,K01638,K00024
ph45.txt	M00012	Glyoxylate cycle	
ph5.txt	M00012	Glyoxylate cycle	K01647,K01681,K01682,K01637,K01638,K00024
ph55.txt	M00012	Glyoxylate cycle	K01647,K01681,K01682,K01637,K01638,K00024
ph6.txt	M00012	Glyoxylate cycle	K01647,K01681,K01682,K01637,K01638,K00024
ph65.txt	M00012	Glyoxylate cycle	K01647,K01681,K01682,K01637,K01638,K00024
ph7.txt	M00012	Glyoxylate cycle	K01647,K01681,K01637,K01638,K00024
ph4.txt	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	K00249,K07511,K00140
ph45.txt	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	
ph5.txt	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	K00249,K07511,K05605,K00140
ph55.txt	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	K00249,K05605,K00140
ph6.txt	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	K00249,K05605,K00140
ph65.txt	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	K00249,K05605,K00140
ph7.txt	M00013	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	K00249,K07511,K05605,K00140
ph4.txt	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	K01647,K05942,K01681,K00031,K00030
ph45.txt	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	
ph5.txt	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	K01647,K05942,K01681,K01682,K00031,K00030
ph55.txt	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	K01647,K05942,K01681,K01682,K00031,K00030
ph6.txt	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	K01647,K05942,K01681,K01682,K00031,K00030
ph65.txt	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	K01647,K05942,K01681,K01682,K00031,K00030
ph7.txt	M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate	K01647,K05942,K01681,K00031,K00030
